sku(必填),平台SKU,识别码,中文名称,英文名称,分类ID,图片URL,商品净重（g）,采购参考价（RMB）,采购员,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关,中文报关,申报重量（g）,申报金额（USD）,危险运输品,材质,用途,海关编码,开发员,销售方式,创建时间
6933910407819,6933910407819,BX-CC150,佳翼 TYPE-C to TYPE-C 1.5M 3.1数据线     BX-CC150,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634361/0/20240415140016/17bd1c105e352286adf39717c85ad250.jpg,46.25,7.6,无,0,0,0,,,USB Cable,数据线,46.25,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407802,6933910407802,BX-CC100,佳翼 TYPE-C to TYPE-C 1.0M 3.1数据线     BX-CC100,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634355/0/20240415140037/8f4c3c559fc496f5daddac05ea5fb004.jpg,36.67,6.3,无,0,0,0,,,USB Cable,数据线,36.67,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407796,6933910407796,BX-CC50,佳翼 TYPE-C to TYPE-C 0.5M 3.1数据线      BX-CC50,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634349/0/20240415140111/b2af78e7ede703fb5270ffa99c63a73a.jpg,26,5.4,无,0,0,0,,,USB Cable,数据线,26,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407789,6933910407789,BX-CC23,佳翼 TYPE-C to TYPE-C 0.23M 3.1数据线     BX-CC23,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634343/0/20240415140134/da574a6a66144583f301c9a8beb1dd5e.jpg,19.5,4.9,无,0,0,0,,,USB Cable,数据线,19.5,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407772,6933910407772,BX-AC300,佳翼 TYPE-A to TYPE-C 3M 3.1数据线    BX-AC300,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634337/0/20240415140226/00415c15c1f9cec41adbe816fcb1c90b.jpg,82,11.8,无,19.7,13,2,,,USB Cable,数据线,82,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407765,6933910407765,BX-AC200,佳翼 TYPE-A to TYPE-C 2M 3.1数据线         BX-AC200,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634331/0/20231128173953/3bb9e2051a054c7fbef8de8f585d9481.jpg,62,9.7,无,19.7,13,1.5,,,USB Cable,数据线,62,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:39
6933910407758,6933910407758,BX-AC150,佳翼 TYPE-A to TYPE-C 1.5M 3.1数据线     BX-AC150,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634325/0/20240415140233/40be2a8100c57f2efeb6248661ded2d3.jpg,48.5,7.17,无,0,0,0,,,USB Cable,数据线,48.5,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:38
6933910407741,6933910407741,BX-AC100,佳翼 TYPE-A to TYPE-C 1.0M 3.1数据线     BX-AC100,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634319/0/20240415140242/db6818a299ac3511152d2215504f4c5e.jpg,39,5.86,无,0,0,0,,,USB Cable,数据线,39,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:38
6933910407734,6933910407734,BX-AC50,佳翼 TYPE-A to TYPE-C 0.5M 3.1数据线      BX-AC50,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634313/0/20240415140252/9aa12b2026ab1e49ba0937c892245bc5.jpg,28,5.0,无,0,0,0,,,USB Cable,数据线,28,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:38
6933910407727,6933910407727,BX-AC23,佳翼 TYPE-A to TYPE-C 0.23M 3.1数据线      BX-AC23,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743744634307/0/20240415140300/85747e0c133fb1e19ce49929eccba438.jpg,22,4.3,无,0,0,0,,,USB Cable,数据线,22,1,0,#N/A,,8544421100,无,售卖品,2023-11-09 17:11:38
6933910407406,6933910407406,,佳翼i9超跑移动硬盘盒 型号：i9超跑-F1 SuperCar F1,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743737169719/0/20240415140335/070556f136629592226a4bbc761bb6f7.jpg,173,180.0,无,15.2,11.9,3,,,SSD enclosure,硬盘盒,173,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-10-27 14:08:27
6933910407345,6933910407345,,佳翼 双协议硬盘底座 型号: 宝座-9210B,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743735710647/0/20231111181343/fd3960e431099679a483abc715e6d2bd.jpg,95.4,67.6,无,0,0,0,,,SSD enclosure,硬盘盒,95.4,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-10-25 12:01:31
6933910407581,6933910407581,,佳翼 M.2移动硬盘盒 斑马007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743734532331/0/20240116181511/ae02be6f7a46d9d2861b412f7258fc03.jpg,130.5,87.0,无,15,12,2.8,,,SSD enclosure,硬盘盒,130.5,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-10-23 10:02:08
6933910407635,6933910407635,,M.2 SSD硬盘散热马甲 炫冷006,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743734109193/0/20231111181151/5e90eed6228144e976b774251dc5d52d.jpg,36.56,19.0,无,9.2,3.5,1.5,,,SSD heatsink,散热器,36.56,2,0,#N/A,,8473309000,JEYI2022,售卖品,2023-10-21 17:02:54
6933910407567,6933910407567,,佳翼 雷电移动硬盘盒风扇款 雷电2464-Fan,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743725362947/0/20231027092318/0d22beb1865ea85dc1423416ebb1c021.jpg,251,243.0,无,15,10,4,,,SSD enclosure,硬盘盒,251,7,0,#N/A,,8473309000,JEYI2022,售卖品,2023-10-05 11:31:49
6933910407543,6933910407543,,CFexpress卡套 型号：DIY-CFE卡套（不带硅脂）,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743720351757/0/20240607105924/3b4433c5d0cb3bd210e1d78ee454b3c0.jpg,59.4,45.0,无,20,10,3.5,,,Card Reader,读卡器,59.4,5,0,#N/A,,8471609000,JEYI2022,售卖品,2023-09-23 11:53:14
6933910407499,6933910407499,,佳翼 智能TFT屏显硬盘盒 黑豹pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743716409745/0/20231019093826/23046a1fc2a5461612e72492bb48b4b7.jpg,146,122.6,无,15.1,11.6,2.7,,,SSD enclosure,硬盘盒,146,4,0,#N/A,,8473309000,JEYI2022,售卖品,2023-09-16 11:27:39
200-0.8mm-copper,200-0.8mm-copper,,200个 0.8mm纯铜片 -定制,,1128549,,3700,500.0,无,0,0,0,,,SSD heatsink,散热器,3700,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-09-12 09:48:57
6933910407260,6933910407260,,佳翼雷电同轴线 50CM TR40G,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743713915865/0/20230922102226/1ea15873bf86c5634b4b4b06cc4f7bdc.jpg,33,29.5,无,0,0,0,,,USB Cable,数据线,33,3,0,#N/A,,8544421100,JEYI2022,售卖品,2023-09-11 15:48:24
6933910407482,6933910407482,,佳翼 雷电移动硬盘盒 雷电2464-Pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743711600481/0/20230927091144/340ab000bc5aaffc54cab81f7bd49c37.jpg,300,231.0,无,15,10,4,,,SSD enclosure,硬盘盒,300,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-09-07 14:57:42
6933910407390,6933910407390,,佳翼CPU固定盖板 CPU扣具-AM5,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743707387185/0/20231031104555/c6e1cdcaa06d70c12b0d4a4e5456f991.jpg,80,16.67,无,9.5,9.3,2.5,,,bending frame bracket,防弯框架,80,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-30 11:44:23
6933910407413,6933910407413,,佳翼usb电流电压数字检测仪 表哥A,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743707387141/0/20231126085336/c836152e25faaab6ac1d0dc518dfe7ec.jpg,20.5,22.0,无,8,2.1,1.1,,,USB Voltage Tester,USB电压测试仪,20.5,2,0,#N/A,,9030331000,JEYI2022,售卖品,2023-08-30 11:44:13
6933910407376,6933910407376,,佳翼 显卡支撑架 型号：海平面2号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743700229295/0/20231003111640/584a6820bd43f6e6141ffd28c45c87af.jpg,183.5,28.0,无,18.8,10,3.3,,,GPU brace,显卡支架,183.5,3,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-16 09:40:38
6933910407369,6933910407369,,佳翼 显卡支撑架 型号：海平面1号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743700229241/0/20231111181259/d9850c1d250bc04a6bf7b334f2e2940d.jpg,114,15.5,无,18.9,10,3.3,,,GPU brace,显卡支架,114,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-16 09:40:29
6933910406898,6933910406898,,佳翼 M2 SSD 铜烯散热片 型号：铜烯1号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743697193533/0/20231128174200/7bf1dd14b5f223358ca96c0011d890b5.jpg,34,6.24,无,10.8,5.5,1,,,SSD heatsink,散热器,34,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-11 10:21:00
6933910407222,6933910407222,,佳翼 M2 SSD 铜烯散热片 型号：铜烯2号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743697193451/0/20231130100903/c61c68ba4f0816cc4a681467a0e65a42.jpg,45.5,8.2,无,10.8,5.5,1,,,SSD heatsink,散热器,45.5,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-11 10:20:47
6933910407093,6933910407093,,佳翼M.2 SSD铜烯散热贴(二片装) 型号：M2-CG2230,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743693434031/0/20230821094146/34d8a3c40915bdc354997583f37808a9.jpg,10,5.0,无,13,11.2,1,,,SSD heatsink,散热片,10,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-04 10:34:52
6933910407086,6933910407086,,佳翼M.2 SSD铜烯散热贴(二片装) 型号：M2-CG2242,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743693433859/0/20230817100330/5d5e734d2b73a9b075382609b80130ea.jpg,12,5.05,无,13.3,10.7,1,,,SSD heatsink,散热片,12,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-04 10:34:40
6933910407253,6933910407253,,佳翼 雷电硬盘盒双盘扩展坞 型号 ：雷电双盘,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743692571535/0/20231012134245/c77d9d6bdced8aba54921f69ea6adcfe.jpg,779,587.0,无,0,0,0,,,SSD enclosure,硬盘盒,779,6,0,#N/A,,8473309000,JEYI2022,售卖品,2023-08-02 13:49:59
6933910406935,6933910406935,,佳翼 NVME硬盘保护盒 型号：翼驱-NVME，WingDrive-NVME,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743683805765/0/20231106093916/36f716066135908a705f017648f765bb.jpg,91,27.5,无,15.1,11.6,3,,,SSD enclosure,硬盘盒,91,3,0,#N/A,,8473309000,JEYI2022,售卖品,2023-07-17 15:10:59
6933910407178,6933910407178,,佳翼NVME2230直插式硬盘盒 型号：斑马2230C,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743680696973/0/20231128174313/47142b73b8d9e0475b75e30a5146f0e8.jpg,69.82,35.0,无,13,8.2,2.5,,,SSD enclosure,硬盘盒,69.82,4,0,#N/A,,8473309000,JEYI2022,售卖品,2023-07-13 11:57:56
6933910407215,6933910407215,,佳翼micro-b转USB 3.0 2.5英寸硬盘盒型号: 透明之星,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743676844679/0/20240628163515/8803314202f312061b065aeb9a7007f3.jpg,98.31,7.3,无,13.7,9,2.7,,,SSD enclosure,硬盘盒,98.31,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-07-05 11:23:04
6933910407185,6933910407185,,佳翼MSATA全铝硬盘盒 型号：斑马MSATA,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743676318743/0/20230802093654/7ae251842c3c0889b280dbebb5bad447.jpg,116,33.0,无,15.2,11.5,3,,,SSD enclosure,硬盘盒,116,3,0,#N/A,,8473309000,JEYI2022,售卖品,2023-07-04 09:54:47
6933910406928,6933910406928,,佳翼PCI-E X1转NVME扩展散热卡 型号：海星2号 X1版,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743661772273/0/20241016114903/4b6eb8910f35db8c065c0747438ed44c.jpg,134.14,13.84,无,15.2,11.9,2.8,,,PCIE adapter,PCIE接口转接卡,121,1,0,,,8471800000,JEYI2022,售卖品,2023-06-07 15:37:23
6933910407055,6933910407055,,黑鹰2530,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743661771799/0/20241016114800/ad0a5b78784c6a47c92d71a5a137bbc8.jpg,80.6,9.7,无,19.5,10,3,,,SSD enclosure,硬盘盒,72,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-06-07 15:34:24
6933910406904,6933910406904,,佳翼 海星2号 starfish-2 x4,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743657800695/0/20241016114917/c0466368bfbb8bee109ce67506d8fa6f.jpg,118,14.1,无,15.2,11.5,2.6,,,PCIE adapter,PCIE接口转接卡,118,1,0,,,8471800000,JEYI2022,售卖品,2023-05-30 17:46:36
6933910407109,6933910407109,,斑马i9x,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743656953623/0/20231128174608/615b909fb1d5f2ea68ea4d8a3aba2e4d.jpg,155.5,71.5,无,15.2,11.6,3,,,SSD enclosure,硬盘盒,155.5,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-05-29 09:38:53
6933910406966,6933910406966,,台式机内存马甲 Memory Heatsink 内存之恋1号-白色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743643361187/0/20240715155300/566f4fd6900b3ffaeb02053d97874000.jpg,89.5,16.5,无,16.2,6.3,1.2,,,RAM heatsink,内存条散热器,89.5,1,0,#N/A,,8471800000,JEYI2022,售卖品,2023-05-03 13:37:00
6933910406959,6933910406959,,台式机内存马甲 Memory Heatsink 内存之恋1号-黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743643361141/0/20240415140435/b4ea591f08db10fc80a9a034f56525f2.jpg,86.9,15.5,无,0,0,0,,,RAM heatsink,内存条散热器,86.9,1,0,#N/A,,8471800000,JEYI2022,售卖品,2023-05-03 13:36:47
6933910407024,6933910407024,,佳翼PCI-E X4转接卡加散热器套装SK4+N80黄色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743636891797/0/20230421174348/13f15f2ec780080467e662206b7daa80.jpg,68,8.6,无,13.2,7.2,2.3,,,PCIE adapter,PCIE 转接卡,68,1,0,#N/A,,8471800000,JEYI2022,售卖品,2023-04-21 17:43:48
6933910406973,6933910406973,,佳翼 M.2 SSD带OLED屏硬盘盒 型号: 小鹏-i9X双协议,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743629652321/0/20260503120124/3d6bb85cffad3067ad845a2f59a8fad4.jpg,149.57,49.5,无,14.5,11,2.4,,,SSD enclosure,硬盘盒,149.57,5,0,#N/A,,8473309000,JEYI2022,售卖品,2023-04-11 17:56:15
JGP01,JGP01,,佳翼导热硅片-1小片,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743619540557/0/20230327111748/7ea164af54aa58cead332f04fc587ff6.jpg,0.66,0.1,无,0,0,0,,,thermal pads,导热垫,0.66,1,0,#N/A,,8473309000,JEYI2022,售卖品,2023-03-27 11:17:48
6933910406737,6933910406737,,佳翼透视2.5英寸硬盘盒 型号: XRAY-580B,,1128549,,0,0.0,无,0,0,0,,90克,SSD enclosure,硬盘盒,1,1,0,6933910406737,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406683,6933910406683,,佳翼 TYPE-C转TYPE-C 40G数据线   C TO C-150MM,,1128549,,0,0.0,无,0,0,0,,0.01千克,USB Cable,数据线,1,1,0,6933910406683,,8544421100,无,售卖品,2023-03-21 09:36:27
6933910406638,6933910406638,,佳翼 保护板一号(支持  PCIE X4 NVME支持M.2 SATA),,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517513/0/20231218100416/6f7eacc430013aaf19808bd9d2735f5e.jpg,14.5,6.8,无,13,11,1,,1个,PCIE adapter,PCIE接口转接卡,14.5,1,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:27
6933910406300,6933910406300,,佳翼 m.2 nvme ngff 散热片 海鲨二代  红色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517499/0/20231123114855/8626e34772b44bb394daa63833bedf7b.jpg,22,4.3,无,13,11.5,1,,0.01千克,SSD heatsink,散热器,22,1,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406799,6933910406799,,佳翼M.2固态硬盘散热器 灰鱼三代 GrayFish-3,,1128549,,0,0.0,无,0,0,0,,0.02千克,SSD heatsink,散热器,1,1,0,6933910406799,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406713,6933910406713,,佳翼 神鳍森林Q70 FINSCOLD-Q70 7mm黑色,,1128549,,0,0.0,无,0,0,0,,50克,,,0,0,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406706,6933910406706,,佳翼 神鳍森林Q200 FINSCOLD-Q200  20mm灰色,,1128549,,0,0.0,无,0,0,0,,50克,,,0,0,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406690,6933910406690,,佳翼    神鳍森林Q400 FINSCOLD-Q400   40mm 绿色,,1128549,,0,0.0,无,0,0,0,,50克,,,0,0,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406669,6933910406669,,佳翼 硬盘盒  型号：i8-青春580 （i8-Youth580）,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517469/0/20230619135046/e3390c7bb9880cec36edba4457cd78ea.jpg,134,39.5,无,15.2,11.9,3.1,,1个,SSD enclosure,硬盘盒,134,4,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406652,6933910406652,,佳翼 硬盘盒  型号：i9-探索者583（ i9-Youth583 ）,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517463/0/20230621135915/57d45d7fb5d70e4e310a53653f50d722.jpg,136.1,42.5,无,15.2,11.8,3.1,,1个,SSD enclosure,硬盘盒,136.1,4,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406645,6933910406645,,佳翼 保护板二号(支持PCIE X2 NVME 支持M.2 SATA),,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517457/0/20231211101150/d031265369fd5af9d843dc969c74b60a.jpg,14.5,6.8,无,13,11,1,,1个,PCIE adapter,PCIE接口转接卡,14.5,1,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:27
6933910406621,6933910406621,,佳翼 PCIE NVME转接卡带RGB 型号：PCIE-NVME-RGB,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517451/0/20240522145752/8458b774c5cfc59c5899fd6514b80bfc.jpg,25.4,15.0,无,11,12.8,1,,1个,PCIE adapter,PCIE 转接卡,25.4,1,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:27
6933910406614,6933910406614,,佳翼 相机专用可固定式硬盘盒 型号： i9摄影师i9-LENSMAN,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517445/0/20230418094306/bc220f7ea027788c164935b1f0ee3a83.jpg,142,74.0,无,15.2,11.7,3.2,,1个,SSD enclosure,硬盘盒,142,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:27
6933910406546,6933910406546,,佳翼 TYPE-C转TYPE-C 20G数据线 50cm   CC-L500(20G),,1128549,,0,0.0,无,0,0,0,,0.01千克,USB Cable,数据线,1,1,0,6933910406546,,8544421100,无,售卖品,2023-03-21 09:36:26
6933910406539,6933910406539,,佳翼 ATX主板24Pin电源转向头 型号：24Pin-RGB,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517427/0/20230417110418/029ee957aa75519f41fbe2d1c97c52d9.jpg,40,11.0,无,13.1,10.6,2,,0.05千克,ATX Adapter,ATX转接头,40,1,0,#N/A,,8536901100,无,售卖品,2023-03-21 09:36:26
6933910406461,6933910406461,,佳翼 雷电移动硬盘盒 雷电2464,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517403/0/20231112150812/373bc3132d1e8933cea3f733d0a1216e.jpg,240,198.0,无,15,10,4,,1片,SSD enclosure,硬盘盒,230,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:26
6933910406454,6933910406454,,佳翼 品名：台式机24PIN电源转向头 型号：24Pin转向头-幻彩版  24Pin-Magic,,1128549,,0,0.0,无,0,0,0,,0.05千克,,,0,0,0,#N/A,,,无,售卖品,2023-03-21 09:36:26
6933910406386,6933910406386,,佳翼 八哥一号 MYNAH-1,,1128549,,0,0.0,无,0,0,0,,56克,,,0,0,0,#N/A,,,无,售卖品,2023-03-21 09:36:26
6933910406348,6933910406348,,JEYI 佳翼M.3 NVME扩展卡（仅支持M.3硬盘不支持M.2） 型号：SKM3,,1128549,,0,0.0,无,0,0,0,,9克,,,0,0,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:26
6933910406324,6933910406324,,佳翼无线网卡   MT7921K,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2023-03-21 09:36:26
6933910406294,6933910406294,,JEYI 佳翼 M.2 NVME扩展卡（支持M.2/带散热器） 型号：SKM2Pro,,1128549,,0,0.0,无,0,0,0,,55克,PSD heatsink,PS5 散热器,1,1,0,6933910406294,,8471800000,无,售卖品,2023-03-21 09:36:26
6933910406287,6933910406287,,JEYI 佳翼 M.2 NVME扩展卡（支持M.2） 型号：SKM2,,1128549,,0,0.0,无,0,0,0,,55克,PCIE adapter,PCIE 转接卡,1,1,0,6933910406287,,8471800000,无,售卖品,2023-03-21 09:36:26
6933910406270,6933910406270,,佳翼 名称：铝头C公转C母延长线 60CM 型号：YCC60cm,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517361/0/20230904102647/35bea6f735ede0e7eab7a40d0dc350c6.jpg,36,10.8,无,16,13,1,,0.01千克,USB Cable,延长线,36,1,0,#N/A,,8544421100,无,售卖品,2023-03-21 09:36:26
6933910406195,6933910406195,,佳翼雷电速度240W 数据线 1米  型号：ThunderRate-240W1M,,1128549,,0,0.0,无,0,0,0,,0.01千克,USB Cable,数据线,1,1,0,6933910406195,,8544421100,无,售卖品,2023-03-21 09:36:26
6933910406188,6933910406188,,佳翼 雷电速度240W 数据线 0.5米   型号：  ThunderRate-240W0.5M,,1128549,,0,0.0,无,0,0,0,,0.01千克,USB Cable,数据线,1,1,0,6933910406188,,8544421100,无,售卖品,2023-03-21 09:36:26
6933910406850,6933910406850,,佳翼PCIE4.0X16 显卡延长线  PEX16延长线二号,,1128549,,0,0.0,无,0,0,0,,0.18千克,PCIE riser cable,PCIE 延长线,1,1,0,6933910406850,,8471800000,无,售卖品,2023-03-21 09:36:26
6933910406843,6933910406843,,佳翼 M.2 NVME C口磁吸硬盘盒 领航员二代-C公,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517321/0/20240323092921/1463189bdabb8a433b6838ed66c5e7c6.jpg,106.5,45.5,无,0,0,0,,0.01千克,SSD enclosure,硬盘盒,106.5,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406829,6933910406829,,佳翼 M.2 NVMEC口磁吸硬盘盒 型号：斑马2280-C公,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517303/0/20241221104841/e119d60df32f7c4014e9f5dd8e3874fb.jpg,103.5,45.5,无,15,11.7,3,,90克,SSD enclosure,硬盘盒,103.5,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406812,6933910406812,,佳翼 M.2移动硬盘盒 型号：斑马2280-A公,,1128549,,0,0.0,无,0,0,0,,90克,SSD enclosure,硬盘盒,1,1,0,6933910406812,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406805,6933910406805,,佳翼 NVME散热器-PS5专用  PS5飞鹰二代,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517291/0/20230914095453/198169df257ba1375c0c081e5bbeb630.jpg,138,33.0,无,17,8.7,1.5,,56克,PSH SSD Heatsink,PS5散热器,138,3,0,#N/A,,8419899090,无,售卖品,2023-03-21 09:36:25
6933910406782,6933910406782,,佳翼 全铝双线M.2移动硬盘盒 2230专属 型号：斑马2230,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517279/0/20230505095614/5b28a369f8d8d7942d0fd4eb84f804ba.jpg,106,48.0,无,15.2,11.7,3,,90克,SSD enclosure,硬盘盒,106,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406775,6933910406775,,佳翼PCI-E X4转接卡加散热器套装 SK4-Pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517273/0/20230327141322/c2299fe9aba287cb30a85e7b49eb1408.jpg,65,8.6,无,13.3,7.1,2.1,,0.18千克,PCIE adapter,PCIE 转接卡,65,1,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:25
6933910406768,6933910406768,,佳翼双接口双M.2硬盘盒 型号：斑马双盘Zebra-2M2,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517267/0/20230422205031/1b7cf8d476eb2cf757fb45fab453f82c.jpg,174,105.0,无,15.4,11.8,3.2,,90克,SSD enclosure,硬盘盒,174,5,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406751,6933910406751,,佳翼M.2 SSD铜烯散热贴(二片装) 型号：M2-CG,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517261/0/20230612165328/8d9d6a6eb28e0ca9118cf3200f224305.jpg,12.5,5.0,无,13,11,0.5,,1片,Thermal Patch,散热贴片,12.5,1,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406744,6933910406744,,佳翼笔记本内存铜烯散热贴(二片装) 型号：NB-CG,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517253/0/20230403103343/d0e69bf1272fd9d081ddb9ca0a99d3ba.jpg,13,5.05,无,13.2,11,0.5,,1片,SSD heatsink,散热片,13,1,0,#N/A,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406720,6933910406720,,佳翼透视2.5英寸硬盘盒 型号: XRAY-576,,1128549,,0,0.0,无,0,0,0,,90克,SSD enclosure,硬盘盒,1,1,0,6933910406720,,8473309000,无,售卖品,2023-03-21 09:36:25
6933910406676,6933910406676,,佳翼 PCIE NVME转接卡 型号：PCIE-NVME,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743615517241/0/20240522145805/9e93bcd09144e3c56e2a39b984c8d67a.jpg,24.6,7.0,无,11,12.8,1,,1个,PCIE adapter,PCIE 转接卡,24.6,1,0,#N/A,,8471800000,无,售卖品,2023-03-21 09:36:25
