SKU,平台SKU,识别码,中文名称,英文名称,分类ID,组合SKU主图URL,包含的商品SKU,数量,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关名,中文报关名,申报重量(g),申报金额(USD),危险运输品,材质,用途,海关编码,销售方式,创建时间
1716+2652,1716+2652,,海景房显卡金属支撑架风扇位固定 白色型号：GH-696B+双卡位 显卡竖装支架 白色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744236185589/0/20250909112745/1ebd68fb3b9123bb235651a7281ddeaa.jpg,6933910422652,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-09 11:27:45
1916+2140,1916+2140,,M.2 NVMe转PCIE X16转接卡 佳翼MX16+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744233238289/0/20250905170530/a044228843718b9125541fe59d876512.jpg,6933910401916,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-05 17:05:30
1916+2140,1916+2140,,M.2 NVMe转PCIE X16转接卡 佳翼MX16+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744233238289/0/20250905170530/a044228843718b9125541fe59d876512.jpg,6933910422140,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-05 17:05:30
1709+2645,1709+2645,,海景房显卡金属支撑架风扇位固定 黑色型号：GH-696H+双卡位 显卡竖装支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744231868717/0/20250909144543/8c00ef11015f626aaea0387d747b2d20.jpg,6933910421709,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-04 11:00:10
1709+2645,1709+2645,,海景房显卡金属支撑架风扇位固定 黑色型号：GH-696H+双卡位 显卡竖装支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744231868717/0/20250909144543/8c00ef11015f626aaea0387d747b2d20.jpg,6933910422645,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-04 11:00:10
2744+7055,2744+7055,,NGFF转SATA3.0转接板 无磁吸+黑鹰2530,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218758867/0/20250902141106/c366ba6e226d9a48837fa00e3871e561.jpg,6933910407055,1,14,15,4,,,,,0,0,0,,,,售卖品,2025-09-02 14:11:05
2744+7055,2744+7055,,NGFF转SATA3.0转接板 无磁吸+黑鹰2530,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218758867/0/20250902141106/c366ba6e226d9a48837fa00e3871e561.jpg,6933910422744,1,14,15,4,,,,,0,0,0,,,,售卖品,2025-09-02 14:11:05
2744+7215,2744+7215,,NGFF转SATA3.0转接板 无磁吸+佳翼micro-b转USB 3.0 2.5英寸硬盘盒型号: 透明之星,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218757033/0/20250902141028/c934db990c8fa72a9ce6efd3a30a3d53.jpg,6933910407215,1,13.5,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:10:28
2744+7215,2744+7215,,NGFF转SATA3.0转接板 无磁吸+佳翼micro-b转USB 3.0 2.5英寸硬盘盒型号: 透明之星,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218757033/0/20250902141028/c934db990c8fa72a9ce6efd3a30a3d53.jpg,6933910422744,1,13.5,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:10:28
2744+1006,2744+1006,,NGFF转SATA3.0转接板 无磁吸+USB3.0透明灰移动硬盘盒2.5英寸移动硬盘盒 型号：WD-i9,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218756677/0/20250902140958/bcc8aeab37e17e705a4e88b3066fc9a6.jpg,6933910421006,1,14.1,15,4,,,,,0,0,0,,,,售卖品,2025-09-02 14:09:58
2744+1006,2744+1006,,NGFF转SATA3.0转接板 无磁吸+USB3.0透明灰移动硬盘盒2.5英寸移动硬盘盒 型号：WD-i9,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218756677/0/20250902140958/bcc8aeab37e17e705a4e88b3066fc9a6.jpg,6933910422744,1,14.1,15,4,,,,,0,0,0,,,,售卖品,2025-09-02 14:09:58
2744+1143,2744+1143,,NGFF转SATA3.0转接板 无磁吸+USB3.1透明移动硬盘盒2.5硬盘盒 A to C,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218755309/0/20250902140925/ea6ac61940fd831430770c6b3dc51459.jpg,6933910421143,1,14,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:09:25
2744+1143,2744+1143,,NGFF转SATA3.0转接板 无磁吸+USB3.1透明移动硬盘盒2.5硬盘盒 A to C,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218755309/0/20250902140925/ea6ac61940fd831430770c6b3dc51459.jpg,6933910422744,1,14,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:09:25
2744+1235,2744+1235,,NGFF转SATA3.0转接板 无磁吸+2.5英寸SATA硬盘盒USB3.0高速传输 碳纤纹免工具移动硬盘盒黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218753281/0/20250902140849/b2f1852675e3b628f504c4e55f5dd9b3.jpg,6933910421235,1,14,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:08:49
2744+1235,2744+1235,,NGFF转SATA3.0转接板 无磁吸+2.5英寸SATA硬盘盒USB3.0高速传输 碳纤纹免工具移动硬盘盒黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218753281/0/20250902140849/b2f1852675e3b628f504c4e55f5dd9b3.jpg,6933910422744,1,14,15,3.5,,,,,0,0,0,,,,售卖品,2025-09-02 14:08:49
2744+2140,2744+2140,,NGFF转SATA3.0转接板 无磁吸+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218751875/0/20250902140811/0afdf516cdfb97dc2fbbf2ccb86c2982.jpg,6933910422140,1,14.5,13.5,2,,,,,0,0,0,,,,售卖品,2025-09-02 14:08:11
2744+2140,2744+2140,,NGFF转SATA3.0转接板 无磁吸+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218751875/0/20250902140811/0afdf516cdfb97dc2fbbf2ccb86c2982.jpg,6933910422744,1,14.5,13.5,2,,,,,0,0,0,,,,售卖品,2025-09-02 14:08:11
2751+2140,2751+2140,,NGFF转SATA3.0转接板 有磁吸+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218749219/0/20250902140729/b82e11f975fdd48819108205b31215de.jpg,6933910422140,1,14.5,13.5,2,,,,,0,0,0,,,,售卖品,2025-09-02 14:07:29
2751+2140,2751+2140,,NGFF转SATA3.0转接板 有磁吸+冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744218749219/0/20250902140729/b82e11f975fdd48819108205b31215de.jpg,6933910422751,1,14.5,13.5,2,,,,,0,0,0,,,,售卖品,2025-09-02 14:07:29
DC6ASMDMKXHJ05,DC6ASMDMKXHJ05,,超六类屏蔽锌合金免打模块 5个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744216686675/0/20251124094252/6098b0c29fc6c6a8d90c6c22428323e9.jpg,DC6ASMDMKXHJ01,5,0,0,0,,,,,0,0,0,,,,售卖品,2025-09-01 09:42:28
DC6AURND02,DC6AURND02,,超六类UTP免打水晶头圆尾塑料款 2个装 型号：DC6AURND02,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744212442203/0/20251023144616/efd9c9aa836fa907f346269714386133.jpg,DC6AURND01,2,0,0,0,,,RJ45 connector,网络水晶头,35,1,0,,,,售卖品,2025-08-27 08:49:58
1709+3048,1709+3048,,双卡位 显卡竖装支架 黑色+显卡横装支架 72-120MM 黑色 型号：L72120H,,1128549,,6933910421709,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-25 18:32:16
1709+3048,1709+3048,,双卡位 显卡竖装支架 黑色+显卡横装支架 72-120MM 黑色 型号：L72120H,,1128549,,6933910423048,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-25 18:32:16
2300+2324,2300+2324,,PCIE4.0 X16显卡延长线(180度 1890) 15CM 黑色+三卡位 显卡竖装支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744200547057/0/20250909135755/f6d8dd219570450d632cf43c87c2b62b.jpg,6933910422300,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-16 15:01:55
2300+2324,2300+2324,,PCIE4.0 X16显卡延长线(180度 1890) 15CM 黑色+三卡位 显卡竖装支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744200547057/0/20250909135755/f6d8dd219570450d632cf43c87c2b62b.jpg,6933910422324,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-16 15:01:55
DC8SFRND05,DC8SFRND05,,八类SFTP免打水晶头圆尾金属款 5个装 型号：DC8SFRND05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744196523861/0/20251124095447/f780135453f1a3b6bb261913cf188e4c.jpg,DC8SFRND01,5,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-12 08:50:22
DC5EURND02,DC5EURND02,,超五类UTP免打水晶头圆尾塑料款 2个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744194664777/0/20251124095933/32949c1d827688367528798c6b1c4742.jpg,DC5EURND01,2,0,0,0,,,RJ45 connector,网络水晶头,20,1,0,,,,售卖品,2025-08-09 09:00:14
6933910406775*50,6933910406775*50,,佳翼PCI-E X4转接卡加散热器套装 SK4-Pro  50个,,1128549,,6933910406775,50,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-07 09:12:07
2621+0986,2621+0986,,PCIe 4.0 X1 双直角延长线 带磁铁 黑色10CM+RAGEER 台式机M.2 NVME转PCI-E X1转接卡 金属挡板,,1128549,,6933910420986,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-06 18:06:47
2621+0986,2621+0986,,PCIe 4.0 X1 双直角延长线 带磁铁 黑色10CM+RAGEER 台式机M.2 NVME转PCI-E X1转接卡 金属挡板,,1128549,,6933910422621,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-06 18:06:47
2584+0986,2584+0986,,PCIe 4.0 X1 转M.2 NVMe延长线 带磁铁 黑色10CM+RAGEER 台式机M.2 NVME转PCI-E X1转接卡 金属挡板,,1128549,,6933910420986,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 15:03:07
2584+0986,2584+0986,,PCIe 4.0 X1 转M.2 NVMe延长线 带磁铁 黑色10CM+RAGEER 台式机M.2 NVME转PCI-E X1转接卡 金属挡板,,1128549,,6933910422584,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 15:03:07
2317+2867,2317+2867,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+1T硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422317,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:15:32
2317+2867,2317+2867,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+1T硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422867,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:15:32
2317+2867,2317+2867,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+1T硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910423185,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:15:32
2317+2850,2317+2850,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+512硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422317,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:51
2317+2850,2317+2850,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+512硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422850,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:51
2317+2850,2317+2850,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+512硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910423185,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:51
2317+2843,2317+2843,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+256硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422317,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:08
2317+2843,2317+2843,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+256硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910422843,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:08
2317+2843,2317+2843,,RAGEER锐戟 NVME2230直插式硬盘盒 型号：2230R+256硬盘+Type-C母转Rype-A公转换头 10Gbps,,1128549,,6933910423185,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-08-04 10:14:08
DC6URND02,DC6URND02,,六类UTP免打水晶头圆尾塑料款 2个装 型号：DC6URND02,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188648011/0/20251015091158/f6c2f85b944fcca45eae21efd8f1f74b.jpg,DC6URND01,2,0,0,0,,,RJ45 connector,网络水晶头,20,1,0,,,,售卖品,2025-07-31 08:36:56
B2812+B2829+A2836,B2812+B2829+A2836,,家用款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188520005/0/20250730184408/e22e62a1ca30064dedcf93144c9311b2.jpg,6933910422812,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:44:08
B2812+B2829+A2836,B2812+B2829+A2836,,家用款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188520005/0/20250730184408/e22e62a1ca30064dedcf93144c9311b2.jpg,6933910422829,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:44:08
B2812+B2829+A2836,B2812+B2829+A2836,,家用款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188520005/0/20250730184408/e22e62a1ca30064dedcf93144c9311b2.jpg,6933910422836,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:44:08
2812+2829+2836,2812+2829+2836,,家用款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188517391/0/20250730184250/55911fd1a8b939ae23d1ca9c6694bf1c.jpg,6933910422812,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:42:50
2812+2829+2836,2812+2829+2836,,家用款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188517391/0/20250730184250/55911fd1a8b939ae23d1ca9c6694bf1c.jpg,6933910422829,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:42:50
2812+2829+2836,2812+2829+2836,,家用款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188517391/0/20250730184250/55911fd1a8b939ae23d1ca9c6694bf1c.jpg,6933910422836,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:42:50
B2782+B2799+A2805,B2782+B2799+A2805,,家用款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188514933/0/20250730183443/cd50ed29bcb59ebfd9474fb0a0c70093.jpg,6933910422782,2,0,0,0,,,PC power extension cable,电源延长线,320,6,0,,,,售卖品,2025-07-30 18:34:42
B2782+B2799+A2805,B2782+B2799+A2805,,家用款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188514933/0/20250730183443/cd50ed29bcb59ebfd9474fb0a0c70093.jpg,6933910422799,2,0,0,0,,,PC power extension cable,电源延长线,320,6,0,,,,售卖品,2025-07-30 18:34:42
B2782+B2799+A2805,B2782+B2799+A2805,,家用款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188514933/0/20250730183443/cd50ed29bcb59ebfd9474fb0a0c70093.jpg,6933910422805,1,0,0,0,,,PC power extension cable,电源延长线,320,6,0,,,,售卖品,2025-07-30 18:34:42
2782+2799+2805,2782+2799+2805,,家用款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188513629/0/20250730183240/5977a40a0f923a4286c7268fa92a25ec.jpg,6933910422782,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:31:44
2782+2799+2805,2782+2799+2805,,家用款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188513629/0/20250730183240/5977a40a0f923a4286c7268fa92a25ec.jpg,6933910422799,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:31:44
2782+2799+2805,2782+2799+2805,,家用款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744188513629/0/20250730183240/5977a40a0f923a4286c7268fa92a25ec.jpg,6933910422805,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-30 18:31:44
2232*5,2232*5,,10W导热凝胶HY268导热泥20G 灰 型号：HY268-CN20G灰 五个装,,1128549,,6933910422232,5,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-24 14:54:49
B2706+B2690+A2683,B2706+B2690+A2683,,工程款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181632703/0/20250721181608/a68158a12b3ef9aa667ec6b8fa1f116d.jpg,6933910422683,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:16:07
B2706+B2690+A2683,B2706+B2690+A2683,,工程款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181632703/0/20250721181608/a68158a12b3ef9aa667ec6b8fa1f116d.jpg,6933910422690,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:16:07
B2706+B2690+A2683,B2706+B2690+A2683,,工程款黑色5件套：24P主板电源延长线+两条CPU8P+两条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181632703/0/20250721181608/a68158a12b3ef9aa667ec6b8fa1f116d.jpg,6933910422706,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:16:07
2706+2690+2683,2706+2690+2683,,工程款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181631667/0/20250721181510/874ab08ef9cbe9ca15e7d55bee24d4e1.jpg,6933910422683,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:15:10
2706+2690+2683,2706+2690+2683,,工程款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181631667/0/20250721181510/874ab08ef9cbe9ca15e7d55bee24d4e1.jpg,6933910422690,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:15:10
2706+2690+2683,2706+2690+2683,,工程款黑色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181631667/0/20250721181510/874ab08ef9cbe9ca15e7d55bee24d4e1.jpg,6933910422706,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:15:10
B2737+A2720+B2713,B2737+A2720+B2713,,工程款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181629479/0/20250721181352/5c97f68aeba2b56e942c74918dcc786a.jpg,6933910422713,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:13:37
B2737+A2720+B2713,B2737+A2720+B2713,,工程款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181629479/0/20250721181352/5c97f68aeba2b56e942c74918dcc786a.jpg,6933910422720,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:13:37
B2737+A2720+B2713,B2737+A2720+B2713,,工程款白色5件套：24P主板电源延长线+2条CPU8P+2条GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181629479/0/20250721181352/5c97f68aeba2b56e942c74918dcc786a.jpg,6933910422737,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:13:37
2737+2720+2713,2737+2720+2713,,工程款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181628615/0/20250721181204/739ecc9752120fd0ccf514eaffd0953a.jpg,6933910422713,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:12:04
2737+2720+2713,2737+2720+2713,,工程款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181628615/0/20250721181204/739ecc9752120fd0ccf514eaffd0953a.jpg,6933910422720,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:12:04
2737+2720+2713,2737+2720+2713,,工程款白色3件套：24P主板电源延长线+CPU8P+GPU8P,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744181628615/0/20250721181204/739ecc9752120fd0ccf514eaffd0953a.jpg,6933910422737,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-21 18:12:04
2171+1686,2171+1686,,PCIE4.0 X16显卡延长线(180度 1890) 20CM 黑色 Y+瓦尔基理 3卡槽带隔离显卡支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744180445309/0/20250909140113/f5987d43fe80bfadfe5d8ed3d22588df.jpg,6933910421686,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-19 17:48:56
2171+1686,2171+1686,,PCIE4.0 X16显卡延长线(180度 1890) 20CM 黑色 Y+瓦尔基理 3卡槽带隔离显卡支架 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744180445309/0/20250909140113/f5987d43fe80bfadfe5d8ed3d22588df.jpg,6933910422171,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-19 17:48:56
2270*10+1457+1440+1433,2270*10+1457+1440+1433,,10支装白色 1.42W 针管0.5g导热膏+硅脂手指套+硅脂深蓝刮刀+硅脂清洁布 两个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172817423/0/20250719181758/81216740ccd6cd67a4a82437831018d3.jpg,6933910421457,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-09 14:41:12
2270*10+1457+1440+1433,2270*10+1457+1440+1433,,10支装白色 1.42W 针管0.5g导热膏+硅脂手指套+硅脂深蓝刮刀+硅脂清洁布 两个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172817423/0/20250719181758/81216740ccd6cd67a4a82437831018d3.jpg,6933910421440,1,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-09 14:41:12
2270*10+1457+1440+1433,2270*10+1457+1440+1433,,10支装白色 1.42W 针管0.5g导热膏+硅脂手指套+硅脂深蓝刮刀+硅脂清洁布 两个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172817423/0/20250719181758/81216740ccd6cd67a4a82437831018d3.jpg,6933910421433,2,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-09 14:41:12
2270*10+1457+1440+1433,2270*10+1457+1440+1433,,10支装白色 1.42W 针管0.5g导热膏+硅脂手指套+硅脂深蓝刮刀+硅脂清洁布 两个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172817423/0/20250719181758/81216740ccd6cd67a4a82437831018d3.jpg,6933910422270,10,0,0,0,,,,,0,0,0,,,,售卖品,2025-07-09 14:41:12
2270*5+1440+1457+1433,2270*5+1440+1457+1433,,5支装白色 1.42W长针管0.5g导热膏+硅脂深蓝刮刀+硅脂清洁布 两个装+硅脂手指套,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172814683/0/20250719181822/2dcd0a31c3644dd7feb5a87d1829c90f.jpg,6933910421457,2,0,0,0,,,thermal paste,导热硅脂,22,1,5,,,,售卖品,2025-07-09 14:37:49
2270*5+1440+1457+1433,2270*5+1440+1457+1433,,5支装白色 1.42W长针管0.5g导热膏+硅脂深蓝刮刀+硅脂清洁布 两个装+硅脂手指套,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172814683/0/20250719181822/2dcd0a31c3644dd7feb5a87d1829c90f.jpg,6933910421440,1,0,0,0,,,thermal paste,导热硅脂,22,1,5,,,,售卖品,2025-07-09 14:37:49
2270*5+1440+1457+1433,2270*5+1440+1457+1433,,5支装白色 1.42W长针管0.5g导热膏+硅脂深蓝刮刀+硅脂清洁布 两个装+硅脂手指套,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172814683/0/20250719181822/2dcd0a31c3644dd7feb5a87d1829c90f.jpg,6933910421433,2,0,0,0,,,thermal paste,导热硅脂,22,1,5,,,,售卖品,2025-07-09 14:37:49
2270*5+1440+1457+1433,2270*5+1440+1457+1433,,5支装白色 1.42W长针管0.5g导热膏+硅脂深蓝刮刀+硅脂清洁布 两个装+硅脂手指套,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172814683/0/20250719181822/2dcd0a31c3644dd7feb5a87d1829c90f.jpg,6933910422270,5,0,0,0,,,thermal paste,导热硅脂,22,1,5,,,,售卖品,2025-07-09 14:37:49
2270*3+1457+1440+1433,2270*3+1457+1440+1433,,3支装 白色 1.42W 针管0.5g导热膏 +硅脂清洁布 两个装+硅脂手指套+硅脂深蓝刮刀,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172798659/0/20250719181836/e2ddf9727ddc09dabac660a685ee8227.jpg,6933910421457,2,22,14,1,,,,,0,0,0,,,,售卖品,2025-07-09 14:30:13
2270*3+1457+1440+1433,2270*3+1457+1440+1433,,3支装 白色 1.42W 针管0.5g导热膏 +硅脂清洁布 两个装+硅脂手指套+硅脂深蓝刮刀,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172798659/0/20250719181836/e2ddf9727ddc09dabac660a685ee8227.jpg,6933910421440,1,22,14,1,,,,,0,0,0,,,,售卖品,2025-07-09 14:30:13
2270*3+1457+1440+1433,2270*3+1457+1440+1433,,3支装 白色 1.42W 针管0.5g导热膏 +硅脂清洁布 两个装+硅脂手指套+硅脂深蓝刮刀,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744172798659/0/20250719181836/e2ddf9727ddc09dabac660a685ee8227.jpg,6933910421433,2,22,14,1,,,,,0,0,0,,,,售卖品,2025-07-09 14:30:13
